pd_area = 1.050e-04
 wl(nm)  cal_pd_sens(A/W)   pd_ratio
 545.0      0.28875         3.041e+02
 550.0      0.29150         3.039e+02
 555.0      0.29424         3.037e+02
 560.0      0.29699         3.035e+02
 565.0      0.30050         3.037e+02
 570.0      0.30400         3.029e+02
 575.0      0.30750         3.017e+02
 580.0      0.31100         3.025e+02
 585.0      0.31351         3.045e+02
 590.0      0.31600         3.044e+02
 595.0      0.31850         3.044e+02
 600.0      0.32100         3.050e+02
 605.0      0.32425         3.048e+02
 610.0      0.32750         3.048e+02
 615.0      0.33075         3.043e+02
 620.0      0.33401         3.043e+02
 625.0      0.33724         3.046e+02
 630.0      0.34049         3.046e+02
 635.0      0.34374         3.059e+02
 640.0      0.34699         3.066e+02
 645.0      0.35000         3.050e+02
 650.0      0.35301         3.059e+02
 655.0      0.35600         3.045e+02
 660.0      0.35900         3.041e+02
 665.0      0.36125         3.050e+02
 670.0      0.36350         3.057e+02
 675.0      0.36575         3.054e+02
 680.0      0.36800         3.065e+02
 685.0      0.37074         3.064e+02
 690.0      0.37351         3.061e+02
 695.0      0.37624         3.068e+02
 700.0      0.37900         3.063e+02
 705.0      0.38199         3.063e+02
 710.0      0.38501         3.070e+02
 715.0      0.38800         3.068e+02
 720.0      0.39100         3.075e+02
 725.0      0.39400         3.067e+02
 730.0      0.39699         3.068e+02
 735.0      0.40000         3.073e+02
 740.0      0.40301         3.074e+02
 745.0      0.40551         3.074e+02
 750.0      0.40799         3.073e+02
 755.0      0.41051         3.073e+02
 760.0      0.41301         3.074e+02
 765.0      0.41600         3.081e+02
 770.0      0.41899         3.077e+02
 775.0      0.42200         3.076e+02
 780.0      0.42500         3.080e+02
 785.0      0.42725         3.076e+02
 790.0      0.42950         3.081e+02
 795.0      0.43175         3.085e+02
 800.0      0.43400         3.087e+02
 805.0      0.43674         3.091e+02
 810.0      0.43950         3.079e+02
 815.0      0.44224         3.091e+02
 820.0      0.44501         3.085e+02
 825.0      0.44849         3.091e+02
 830.0      0.45199         3.094e+02
 835.0      0.45551         3.093e+02
 840.0      0.45899         3.094e+02
 845.0      0.46149         3.090e+02
 850.0      0.46401         3.097e+02
 855.0      0.46649         3.093e+02
 860.0      0.46899         3.114e+02
 865.0      0.47176         3.093e+02
 870.0      0.47449         3.098e+02
 875.0      0.47726         3.098e+02
 880.0      0.48000         3.102e+02
 885.0      0.48275         3.104e+02
 890.0      0.48550         3.101e+02
 895.0      0.48826         3.106e+02
 900.0      0.49101         3.100e+02
 905.0      0.49325         3.106e+02
 910.0      0.49550         3.109e+02
 915.0      0.49775         3.107e+02
 920.0      0.50000         3.106e+02
 925.0      0.50300         3.106e+02
 930.0      0.50599         3.112e+02
 935.0      0.50900         3.129e+02
 940.0      0.51199         3.129e+02
 945.0      0.51033         3.130e+02
 950.0      0.50867         3.125e+02
 955.0      0.50700         3.126e+02
 960.0      0.50533         3.110e+02
 965.0      0.50367         3.112e+02
 970.0      0.50200         3.118e+02
 975.0      0.50033         3.127e+02
 980.0      0.49866         3.134e+02
 985.0      0.49700         3.135e+02
 990.0      0.49534         3.143e+02
 995.0      0.49366         3.149e+02
 1000.0      0.49200         3.149e+02
 1005.0      0.47872         3.166e+02
 1010.0      0.46553         3.171e+02
 1015.0      0.45222         3.178e+02
 1020.0      0.43900         3.191e+02
 1025.0      0.41775         3.205e+02
 1030.0      0.39654         3.227e+02
 1035.0      0.37521         3.240e+02
 1040.0      0.35395         3.258e+02
 1045.0      0.32655         3.284e+02
 1050.0      0.29905         3.308e+02
 1055.0      0.27150         3.332e+02
 1060.0      0.24405         3.359e+02
 1065.0      0.22500         3.361e+02
 1070.0      0.20596         3.371e+02
 1075.0      0.18696         3.381e+02
 1080.0      0.16804         3.409e+02
 1085.0      0.15222         3.425e+02
 1090.0      0.13647         3.434e+02
 1095.0      0.12078         3.433e+02
 1100.1      0.10500         3.438e+02
